Stock_Ticker,Decision_Date,Category,"MM_[-60,-30)_[-20,5)_NBS"
MSFT,"March 19, 2014",TJ|T100,0.00215908388413|-0.00011999752984|0.00476259573004|-0.0066383043791|-0.011623550461|-0.0068051399719|0.00850482265107|0.0275857119369|-0.00921476411288|0.00324075160006|-0.00153120671766|0.0134206550678|0.001731444682|0.000447435574071|0.00886869088475|0.00300230482479|-0.000626783485968|-0.00848486782629|0.00921366273903|0.0265591030944|0.00484420857668|0.0419421292737|0.0112973199436|0.0297893838806|-7.2326641968e-05@0.0143521398417
AMZN,"April 15, 2011",TJ|T100,0.002233644847|-0.00699709373255|-0.00257511703174|0.0128326534433|0.0237987242582|-0.00430164306886|-0.0023628472547|0.0225813750633|0.0196762819827|0.00374083186902|0.000632161053377|0.0164544244325|0.0118555936319|-0.00530888183754|0.0187650653101|0.0106570214819|0.0090226556261|0.000260810635234|0.00632035588306|-0.00325089378867|-0.0150179122788|0.00958391776564|0.00168844213359|0.00484552952634|0.00609948692373@0.0187517038873
CSCO,"May 12, 2016",TJ|T100|TVA|TVJ|TV100,0.00141038970798|-0.0110793631509|0.00461510089634|0.00303182417374|0.00334875428772|-0.00123669488225|-0.00343279874169|0.00631844091883|0.0057833038402|0.00551366500958|-0.0131144141562|-0.0107707607715|-0.0124478509844|-0.00797660054694|-0.00894183527993|-0.00789849177564|0.00821856648185|-0.00124639269134|0.00644427198182|-0.00305313072859|2.92179815825e-05|0.00316030143609|0.00620561318682|-0.00208367049234|0.00162250858045@0.00664003608314
MRVL,"December 26, 2012",TJ|T100,-0.01313678965|0.0031037009731|-0.0413376173956|0.00672557117548|0.00970008224493|0.00871609122694|0.0367954055295|0.0104479434464|0.00225437359706|-0.0367314268666|-0.0244907678081|0.00989982728097|-0.00375892666555|-0.0135373600885|-0.00524004829713|-0.00451044430253|0.0104569090072|-0.0262380025616|-0.0108760961723|-0.000340515910419|-0.0860844217749|-0.0372754486732|0.0140778641298|-0.0446930562975|-0.0461006890982@0.0233516257286
SNX,"November 19, 2008",TJ|T100,-0.0200557638347|0.0141260385797|0.00692544639416|-0.00762467742912|-0.00749522038344|-0.0127924758785|-0.0085972641472|-0.000154178502773|0.00960900297243|0.0130347875405|0.0183712541464|-0.000597570457937|0.0067287140283|0.00258596596745|-0.00393579134012|-0.0185019228419|-0.010281163164|-0.0128188476856|-0.00277091083225|-0.0235773614806|-0.0195253486505|-0.0934004465254|0.0476100146425|-0.0287167351028|0.0128515048379@0.0294078765726
MRO,"January 14, 2016",TJ|T100,0.0072365255312|-0.0476501793448|-0.0506417111192|0.0021845842271|0.000977007024471|-0.0054042210765|0.0691511596498|0.00100950856399|-0.0521968573372|0.0011185479109|-0.0352065900002|0.0273792438734|0.0340942419398|-0.00132915956917|-0.103417440762|-0.0242778161915|-0.00970615425201|-0.0724058065741|-0.0297876315172|-0.0522045852873|0.0536928679808|-0.0787601453056|-0.0416186432177|0.0513934227728|0.113098028671@0.0277213552239
INTC,"May 2, 2014",TJ,0.018686697833|-0.00176149537334|0.0219972300811|0.012607876599|-0.00426923189028|-0.00631052119186|-0.00255159277363|0.00729075870965|0.00188741176526|-0.00205318788002|0.00192385807242|-0.0050161300314|-0.00683221176945|-0.00443775209663|-0.0010582042502|-0.0133739621269|0.0019790075567|0.00112778546295|0.00528032150122|-0.00936249347812|-0.00154613035854|-0.000945071185047|0.00789996812724|-0.0017747235595|-0.00176652535564@0.00528951645547
ENZ,"November 1, 2012",TJ|T100|TVBF|TVJ|TV100,-0.0259806971472|-0.024927985273|0.042006116882|0.0425281250123|-0.030501934277|-0.0524295831453|-0.0232352546076|-0.0561134020779|0.0103951549222|0.0169711195528|-0.0347012720784|-0.0437538076602|-0.0301590599723|-0.0606756519944|0.0594854683625|-0.0278681691949|-0.00333543250527|0.0321791006367|0.0282327578523|-0.0445506498719|0.144124327256|0.164872638925|-0.0464888005671|0.0305020912846|-0.0229130457567@0.0330274894866
ELY,"March 5, 2010",TJ|T100|TVA|TVJ|TV100,-0.00624147616022|-0.00395852793467|-0.00291321720335|0.0141075889956|0.0074106775495|0.0114413372369|0.00937626251787|-0.0382166614183|-0.0180264615063|-0.00936261254508|-0.0061356770227|0.000766785761476|0.00274199497162|-0.0206059425694|0.047059590731|-0.0508322128148|-0.0219590930384|0.0136964081313|0.0235586378071|0.0260628837764|-0.0141209321354|0.0127665608616|0.0177721370806|0.0277585850407|-0.0143330948631@0.0169891545922
AAPL,"November 17, 2014",TJ|T100|TVA|TVJ|TV100,0.0111194242291|0.00661336085286|0.0142902592267|0.0035275688123|-0.00230917871082|0.000532158591873|-0.00350952530275|0.00586862471435|-0.00962150343989|-0.00515066848684|0.0131976413251|-0.00389758156558|-0.0039046947975|-0.00181790907145|0.000244190747463|-0.00489297194205|0.00700930358389|0.011442347552|0.0170082575293|0.0107831471291|0.000136535255261|0.00779526188251|-0.00275768369617|0.00819787129487|-0.00295197119077@0.0143190782327
HPQ,"May 26, 2017",TJ|T100,ERROR
AAPL,"May 5, 2014",TJ|TVJB,-0.00289773933438|-0.00763611108508|-0.00362092662514|0.0010645213952|0.00511099103072|0.000394197637887|-0.00216575756272|-0.0121198813633|-0.00833158802099|0.0120930307428|0.00788716220974|-0.00222900755279|-0.00897207270197|0.075960694574|0.0143582977447|0.0322035882608|-0.00891730010837|-0.0055865706912|0.000636439076346|0.00472217141284|0.00948416816285|-0.00454283301147|-0.00458367524161|-0.00207922809027|-0.00521409728347@0.00842080203427
ITRI,"June 6, 2014",TJ|T100,0.00928400680175|-0.00458333599417|0.00274582617685|-0.025668214657|-0.0135144064192|0.0223338977136|-0.000690402385046|-0.000352620985552|-0.0122964012505|-0.00925320224222|0.00648624386981|0.0053411595242|0.00840326712316|-0.0227056263179|-0.00348949847124|-0.00997635587313|-0.00231705253546|0.00456427886727|-0.0064160929514|0.0124548500917|-0.00802898168335|0.0044968835588|-0.00720168066285|0.00950995459433|-0.00446639496388@0.0109154023248
BBRY,"July 13, 2012",TJ|T100,-0.0345584645201|0.0385238582374|-0.0227801643256|-0.00108182900155|-0.0310191509231|0.00851166902648|-0.0322126813624|-0.0540666663053|-0.0137632481546|0.0129394498159|0.000907494907505|-0.238648054177|0.00757775608525|-0.0300924729205|0.0509507941066|0.0744100059407|-0.0419022369403|-0.0306881861073|0.0251715260334|0.0141931344817|-0.0329046915535|-0.0197835675697|-0.00745735147561|0.000399846854317|0.0105552345094@0.0317341058203
NOK,"September 30, 2014",TJ|T100,-0.00672631315533|0.00802853298221|-0.00822025349785|-0.00580357731814|0.0206990767323|-0.0165044287619|0.00261598194696|0.00351343997434|-8.75322818392e-05|0.027827394834|-0.00911541097847|-0.00740555633957|0.00225379791056|0.00455709933651|0.0101641090156|-0.00356639788823|0.00416615636361|0.00975713870276|-0.0073777727723|-0.00577012801556|-0.00396282267656|-0.0124584249725|0.00515756368714|-0.0157493658613|0.0305199064675@0.0179451254608
ABT,"June 29, 2009",TJ|T100|TVA|TVJ|TV100,0.0020014832838|0.00977633298097|0.00737978091293|-0.00588410249888|0.0071982338191|-0.00765495755641|-0.00614798662077|-0.00458358355772|0.00910403442147|0.019963516112|-0.0105300949191|0.00387464247623|0.0318589927166|0.0347211315141|0.001437782991|-0.0133604589675|-0.00110842534175|0.00417972596082|0.0236939686141|-0.0010710620286|0.00278082032858|-0.0117511967472|0.00023108992431|-0.00602712911098|-0.0122554920012@0.021579392239
ILMN,"March 14, 2013",TJ|T100|TVA|TVJ|TV100,-0.00618227839839|-0.0195609370904|0.00698777839139|0.00214000749186|0.0255639726058|0.00331978202511|0.0139736131513|0.0274508314396|0.00302087788762|0.000549831032116|0.031204148438|0.0515731532635|0.010644661779|0.00826377890331|-0.00122951237176|-0.00452552491668|0.011804263156|0.00106319920557|-0.000281937742357|-0.0111981850427|-0.00498242845329|-0.0102949504047|0.0110101253866|-0.00189219746447|0.021690772967@0.0241526700738
TGT,"January 16, 2015",TJ|T100,0.0124227937953|-0.01230987183|-0.0149325368995|0.00350170555905|0.00945690019975|-0.00285941434644|-0.000211409630541|0.0114901292101|0.00600590276197|0.00326634535299|-0.0163988017064|-0.01877155962|-0.0116797267384|0.0212321565729|-0.012132858025|-0.0158408221245|0.00165534150456|-0.00809924433618|-0.0263121628285|0.0170268180491|-0.0161184399926|-0.0361892516851|-0.00509311353025|0.0241735201133|-0.0137454474117@0.0165653070198
HAE,"January 30, 2009",TJ|T100|TVBF|TVJ|TV100,-0.0136057780997|-0.0215930098928|-0.0150331729181|-0.0137967623682|0.00443575363688|-0.0111142534903|0.0292507163671|0.0249768406659|0.0199674379296|0.0218910062992|0.00756495305456|-0.00943873706409|0.0146191735821|0.00894477411085|0.0386862866418|-0.00355407099442|0.0184185233295|-0.0170679635618|-0.0126905013743|0.0143207014886|0.00863214178713|0.0798447572772|-0.0294494907796|-0.00211755012035|-0.0137438912746@0.0159977302614
TWX,"May 15, 2009",TJ|T100,-0.0152606465165|0.0405494399935|-0.0291074101161|0.0437732757594|-0.0494015130567|0.020445003447|-0.0117572973127|0.0319264777565|-0.0139193844101|0.00118355895681|0.0449018264003|0.00569502603541|0.00972072869308|-0.0308514126405|0.0132325116438|-0.0263508501726|0.0316909369973|-0.0138478560854|0.070558111678|-0.0227231977545|0.0110999511341|0.0143566913559|-0.012352618299|-0.000651924119491|-0.000470313649326@0.0436834931736
IBM,"May 2, 2014",TJ,-0.00475370599696|0.00499992272486|0.0244612531871|-0.0110572521323|0.00265077854512|0.0161515689558|0.00625051425336|0.00271547069067|-0.0123735085763|-0.0170256138946|-0.0330390528664|0.00698231281344|-0.00398210201912|-0.000314260409726|-0.0126897618877|0.00307813376277|0.0101488178529|0.0013531716333|0.00400877020474|-0.0179788243234|-0.00812503485341|-0.00705722457896|0.000532770445193|-0.00444902515677|-0.00542593296946@0.00427302419432
WHR,"March 10, 2017",TJ|T100|TVBF|TVJ|TV100,-0.00687583314142|-0.0037024794934|-0.00302274257284|-0.0110353418983|0.00740588442921|-0.00427236681797|0.000540769679772|0.00552871630581|0.00390771929727|-0.00491337237141|-0.00362228593721|-0.00887275092875|-0.00436742970746|-0.0124780044102|0.00436903063132|-0.00313787612939|-0.0116683742013|-0.00181268389462|0.00614748373037|0.000314221549047|0.0051313568843|-3.64796193136e-05|0.00318005212806|-0.0132981212416|-0.029575407734@0.00879226329076
AAPL,"December 15, 2016",TJ|T100|TVA|TVJ|TV100,0.0229358336072|-0.00465375757685|-0.00363086458272|0.0134511612659|-0.00563188912155|-0.0108341139981|0.00299240006364|0.00609556752085|0.000684385986022|-0.00281046628389|-0.00104917879675|0.00181821144602|-0.0200515889847|0.000146676858689|0.0103190120127|-0.0013717621672|0.0161725808031|0.00222573717442|0.0175781747952|0.00469098843503|-6.68284597813e-05|0.000192721983|0.00164384902969|-0.0029079912357|0.00449143546868@0.00791669724569
FMC,"May 13, 2011",TJ|T100,0.00431204448292|-0.00136265336639|0.00617088457177|-0.00158916508203|-0.00370846404349|0.00105993467483|-0.00551425234133|-0.00481302648962|-0.016944636219|0.000545207652412|-0.000631210739747|-0.00469304090127|-0.0211816874143|-1.22882784123e-05|0.00490733812562|0.0089941061791|-0.00373969987241|-0.00676440813549|-0.00379367182462|-0.0181956709698|0.00710176033962|0.0148881166961|-0.00867500928265|-0.0046997638994|0.000172147778499@0.00954797090639
BDX,"November 9, 2009",TJ|T100|TVA|TVJ|TV100,-0.00836851135276|0.00431063647498|-0.0155523364902|-0.00812311770977|0.0172815113049|-0.0119388316684|-0.0208784380111|0.00409611318374|0.000747640190457|-0.00580277414517|0.00679267528878|-0.00237787184611|-0.00847343977754|0.0052265078391|0.0213853890223|-0.00114798629286|0.0169315247916|-0.0280659268447|-0.00274830405426|0.0199682778943|-0.00225049939916|-0.00220937931092|0.0108131975627|-0.0074720021827|0.00427319915021@0.0105126731646
AKAM,"February 29, 2008",TJ|T100|TVBF|TVJ|TV100,0.0151904938605|0.017995776343|-0.00492038824908|0.0619018351468|0.0296784834558|0.0874675710238|0.0107944062898|0.0437447591063|-0.0227800509338|0.0231973433148|0.010886905745|0.0344106438792|-0.0256203633469|0.0176366875857|0.040950883354|-0.0072203193588|-0.0088558383735|0.0177078582147|0.0138412543692|0.0204767822427|0.104283000989|-0.0371844783232|0.0222151064331|0.0251558148296|0.034899653966@0.0240246347622
NTGR,"June 13, 2013",TJ|T100|TVA|TVJ|TV100,-0.00427359456977|0.0271963777959|0.0122845241798|-0.00267430096401|0.00161106066946|0.0124746416303|-0.0039745509117|0.00887950078051|0.00212191515045|0.0126142296357|0.00668814295375|-0.00964290918313|0.0160924073885|-0.012096854681|-0.00663593688656|0.0185038468179|0.00211188271343|-0.00464845597648|-0.00191772064004|-0.00231183407478|0.00840947279069|-0.00339145919581|-0.0035369524459|0.00363984536857|-9.99279760714e-06@0.0210076631706
ORCL,"August 25, 2008",TJ|T100,0.0076404036072|0.0101547348684|-0.0293233878838|0.0258574158579|0.00733238420661|0.00354598896275|0.0126458033394|0.0196505696109|0.0141269224289|0.00686698695071|-0.0258566751494|0.00190106475007|0.00220523895858|0.00255705417479|-0.00850544451195|0.0043317424462|0.000192697886133|-0.003658826802|-0.0197339117199|0.00545424068096|0.00197013434202|-0.00708971879373|-0.00232729228389|-0.00223413584271|-0.0137345014317@0.0101883078949
HUM,"November 25, 2013",TJ|T100,0.000793393599395|-0.00145060157189|-0.00136115827211|0.0233119792433|0.0082834915485|0.0038274856192|0.00637863100904|0.0163325171087|0.0116395254465|-0.0292223147627|0.0121979884681|0.0162263378117|-0.00523666838921|0.00344123545637|0.00919450202203|0.00464205547664|0.00114963792214|0.0190268530569|-0.0189931308418|0.00912461555772|0.0204010570984|0.00678509457585|-0.00432701432158|0.00448196471515|0.0193058557326@0.0110545706408
POWI,"March 4, 2014",TJ|T100|TVBF|TVJ|TV100,0.00441751115838|-0.00350587348742|0.00666425690513|0.00712601220058|-0.00784057700486|-0.0133175807544|0.0187222947165|0.00649318565607|-0.00549813707138|-0.00971921463068|-0.0127701467101|-0.0262535604906|-0.00685126394091|-0.00975060109811|0.00380017880003|-0.0200418841747|-0.00148171939177|-0.00849279390219|0.015031481097|-0.00423823713421|0.00764542381717|0.0453670112973|0.0287042018673|0.00670258516371|7.05557049355e-05@0.0100554194893
CAT,"November 25, 2013",TJ|T100,-0.00692328221416|-0.0087449524285|-0.00417661211588|0.000235373611015|-0.00238125335403|0.00311524083649|0.00355218100459|-0.00417975434514|0.00565322581969|-0.00305027621163|-0.00244527019201|-0.00136011690286|-0.00425344404886|-0.011745455248|-0.00466258002556|0.00693428041409|-0.00303920306845|-0.0072828629|-0.0119876814991|0.0042798572|0.0203107548755|0.00129689785964|0.00253866794244|0.000554003361964|-0.00608451897084@0.00785230917703
IBM,"October 12, 2011",TJ|T100,0.00858164013664|0.00168531320441|0.0085184485888|0.000649058337728|0.00797668577261|0.00790492235428|0.00519050526648|-0.00110494967494|0.012264632176|0.00728451067485|0.0116095863486|0.0130861465317|-0.00412017704279|0.00816596371932|-0.00215796434753|-0.00915910276054|0.011911036927|0.000453741350056|-0.00430610039726|-0.00953594286367|0.00142371980393|-0.000418285365794|0.00199213732639|-0.0104635052377|-0.0524737970014@0.0120280181767
SSNI,"June 6, 2014",TJ|T100|TVA|TVJ|TV100,0.0342062191644|0.00221928723045|0.00420247569731|-0.00628327617854|-0.0185510783035|-0.00385692128619|0.00048597521241|0.0103251574153|0.0162384091613|0.0120491096625|0.00739436062483|0.00151175710451|-0.00893953748113|0.0126246945654|-0.00101738759523|0.00419464799962|-0.0394692174671|0.0211626938156|-0.00067563669147|0.0733173254513|-0.00312804810746|0.0200414564552|0.0153800875518|0.000587835616202|-0.0187914998417@0.0216884949499
IBM,"October 5, 2010",TJ|T100,-0.00619005630332|-0.00369229261814|-0.00341033258736|0.00948499375146|0.0072128609568|-0.00564626131183|0.00259711421099|0.00137897322666|0.00587670735438|0.0047831774689|0.00294936501906|0.00671305530887|-0.000828307983699|0.00599161808868|0.00847765000579|-0.000556964603009|0.00817450052265|-0.00847858711678|0.00756377874372|0.000643056519927|0.0055300678082|-7.73360599391e-05|0.00797088275696|-0.000683447245044|0.0058585397201@0.00803084745817
IBM,"May 5, 2014",TJ,0.00479408057948|0.0256003187561|-0.0107925164706|0.00425577020613|0.0158467418542|0.00655417760344|0.00224904349845|-0.012787631465|-0.0164113220113|-0.0338097203474|0.00789650663333|-0.00365217374644|-0.00188035829232|-0.0119359175985|0.00289751885041|0.0119935224491|0.00181549924758|0.00388011716374|-0.0172968865529|-0.00879748704391|-0.00547307645978|0.00120859609053|-0.00702300032565|-0.00538598717529|0.00660986471067@0.00456071105642
SNPS,"March 10, 2016",TJ|T100|TVBF|TVJ|TV100,0.00721310423569|0.000660672504027|0.00267121635379|0.00385921205859|-0.00273317437255|0.0130498483108|0.00517382431389|-0.00561389089842|-0.00857408541488|-0.00702967634129|6.62133438486e-05|0.0106088181696|-0.00738307339893|0.00824071166283|-0.00528813802812|-0.00557296251409|0.00326348204234|-0.00874445068608|0.00289172004155|-0.000800671497329|0.000504784084896|-0.00120412219284|-0.00235954859998|0.0157086299058|0.0012363687793@0.00640698749229
NVDA,"May 4, 2015",TJ|T100,0.0232451640054|0.00956580498371|-0.00922818269602|0.024177295124|0.00250334595205|-0.0100846946731|-0.00716162283597|0.00652550832353|-0.00808700705918|0.00252196863221|-0.0184308672085|-0.0109273018068|0.0111521357244|-0.0127984035878|-0.00921102087407|0.023015019299|0.00888422208773|0.00843318477022|0.028127237128|0.011580936915|-0.00818845409141|-0.0110329522756|-0.00302177283647|0.00857535747918|-0.0839765346093@0.0161995371941
LLY,"May 18, 2017",TJ|T100|TVA|TVJ|TV100,0.00241672508969|0.000306487242813|0.000599865296498|-0.0369369341673|-0.00240047187453|-0.00159278153804|0.00344460628755|-0.00744574715296|-0.009253080155|-0.0105323029624|0.0171681134653|-0.015776743382|-0.0277699182902|0.00168606629901|-0.0017389565154|-0.00685451981312|-0.00438958193576|-0.00735492275105|-0.0184627362585|0.00499967069248|-0.00689939265253|-0.0221822782818|-0.0198079581663|0.00704325835907|-0.0089637718825@0.00710039344566
POWI,"December 18, 2015",TJ|T100|TVBF|TVJ|TV100,-0.00511677424717|0.00376220376764|-0.0277767101324|0.00520498194571|0.00588005788957|0.00612558611567|0.0086749539525|-0.0167960115639|0.00922911553336|-0.00746110400501|-0.00262192400577|-0.0174390733448|-0.00344260171866|-0.0197337316933|0.00321292962547|-0.0132899877001|-0.0313819128649|-0.0180019108808|-0.00167763607604|0.0154356270873|0.0129245960474|0.00721080710859|0.00292565114173|-0.0226514506323|0.0183585569611@0.0231991027791
NVDA,"February 29, 2012",TJ|T100,0.00489217407878|0.00702773489398|0.0428236760464|0.00354888667831|-0.00381926163823|0.00290305511689|0.0385656047935|-0.00252744889044|-0.00941419208677|0.0116093096663|0.0077590150487|0.0104008398423|0.00608429012521|-0.0332581205668|0.00934756262263|-0.000286297316159|0.00781880887064|-0.0117899475709|-0.0162432109506|-0.0142004607954|-0.00168253950742|-0.00138569050277|0.0136727691638|-0.0152277962322|0.0234323750078@0.0143477310939
HPE,"October 7, 2016",TJ|T100,0.0225357242426|-0.0106285715555|0.0197701717087|0.00885376540802|0.0129792746968|0.00945474232917|0.0140557867655|-0.00344777368849|-0.00155995768142|-0.0124998715493|-0.00216511001294|0.0063748343226|-0.00760506989141|-0.00887310195272|0.0103931010975|-0.026343182551|-0.0018364766106|-0.00549912750528|0.00369691001112|-0.00592508024037|-0.00652622042084|-0.00647702932057|-0.00040757068179|-0.00197396410132|-0.00280941717044@0.0113887743853
BAX,"January 30, 2009",TJ|T100,0.0216571258447|0.00574880972908|-0.0054425297378|0.00235565380296|0.022231595453|0.010259429563|0.00930887325672|0.00133513801417|0.00474418658839|0.031890513238|0.0160161747711|0.0282358720566|0.0136975768101|0.0062042773225|0.0308798154135|0.0135208449349|0.011858379498|0.009164938668|-0.0202646055584|0.0231526890685|0.0255750244455|0.0115393125468|0.0227628018408|-0.0107702436071|0.0121795728076@0.0201903974062
STI,"November 25, 2013",TJ|T100,0.0102313273018|-0.00580593225846|0.00519771152581|-0.00304689427665|-0.00141447963198|-0.00371967228221|0.00960029788995|0.00172385461657|0.0204380414323|0.015942370687|0.000925708902716|-0.00190239146988|-0.000672540152902|0.00567543868537|0.00168065207786|-0.00131745652049|-0.00589569973497|0.00742745926526|-0.0104923351906|0.00830772912531|0.00411458653308|0.00620660730903|-0.00324025946988|-0.00225902318472|-0.00363340670457@0.00671071584709
VSAT,"April 24, 2014",TJ|T100|TVBF|TVJ|TV100,-0.0149556349876|-0.0230079578148|-0.0209600648105|-0.00789529431302|-0.000862929563327|-0.00626911401581|-0.00550525063122|-0.0344596716826|-0.00143285785731|0.00442863119336|0.0175218490335|-0.00344509439565|-0.00114543253685|-0.00216025325985|-0.0150439822097|-0.00592296939151|0.0376869535715|-0.0137536691489|-0.00698731478151|-0.00532253676941|-0.00260923068276|0.00200727089053|0.00687455560746|-0.0186865942514|-0.00793912639422@0.0232745186211
