Stock_Ticker,Decision_Date,Last_Filing_Days,Category,"SM_[-60,-30)_[-20,5)_NBS"
ADBE,"April 8, 2016",288|2|284,A1,-0.00356570096029|-0.00818204400489|0.0162034972262|0.00298356965664|0.00916624397068|0.0131120210851|0.0343899132174|-0.0094570238126|0.00404765225725|0.0082771506509|0.00715482838509|0.000393864941042|-0.00251553086283|0.00194837631367|0.00647699023029|0.00670495947184|0.000534876865556|0.0142811464416|-0.000878087015015|0.00367943467525|0.00159707519569|-0.00583492399209|-0.00640094937781|-0.000814470390084|0.00156047020017@0.017853137209
BAC,"January 27, 2014",54,A1,-0.0127298025043|-0.00033231822616|-0.00977182508709|-0.00707065637333|0.0466795127546|0.017631614977|0.0179163404777|-0.0208178661978|0.00280601672845|0.0122608379239|-0.00947250562987|-0.00145120209492|0.0020183973129|0.0123954316643|-0.00377129164995|0.000757421374164|-0.00623686628401|0.005495388409|-0.00601889936292|0.007057347892|-0.00261060121216|0.0145451127178|0.0102468457734|-0.0031318914829|-0.00329186558801@0.00858568243547
AAPL,"October 7, 2016",133|224,A1,0.00300130263658|0.00172089801634|0.0376974499598|0.0319559302923|0.0181845813813|-0.00424574000385|-0.0152256024635|-0.00341544942595|-0.0169179349238|-0.00145879711944|-0.0134567134195|0.00803575607764|-0.00886746763931|-0.00165950865077|-0.00797797415679|-0.00460147326346|-0.00507080285796|0.0071423596442|-0.00814755282928|0.00329432415489|0.00235875567992|0.00776772624812|0.0141913910901|0.00405220075955|-0.00239148475391@0.0139283571385
BDC,"April 17, 2015",42,A1,0.00678702242341|0.00605082941649|-0.00298057686345|0.00366984048945|-0.033450706952|0.00308214233469|0.0291136817217|0.000103158501514|0.0205516239991|-0.0153957181659|0.00631320570462|0.00723724429733|-0.0136852058458|0.00115972308337|-0.00366134694344|-0.00567507227906|-0.00407091790247|0.00120662510428|-0.00873087783934|-0.0023253286686|-0.00899066374267|0.0140862414642|0.00455202943364|-0.0156875956953|0.0101400331848@0.00896715448054
TXN,"January 8, 2015",10,A1,-0.00423615339867|-0.000616703400186|-0.00282931995197|-0.00942542303536|0.00392046408096|-0.00527218781292|-0.0082183700857|-0.0158501330746|-0.013431747863|0.00138301125387|-0.00618500242319|-0.00245672576804|-0.0097614900355|-0.0107581682744|-0.00696460533149|-0.000107846943469|-0.0029525588767|0.00295852675129|-0.00882954341228|-0.00121579771374|-0.0092307081477|0.00665047956476|-0.00312789140891|-0.00656786074049|0.00212787161473@0.0112963350889
AAPL,"December 9, 2016",32|310|368|462,A1,-0.031447822445|0.00717372309639|-0.0270110227335|0.00509086022352|0.0273916403407|-0.00598423346002|0.00219135640421|0.00722413411612|-0.00205764072373|-0.00649392531346|0.000713382358342|0.0015012724472|-0.00366756102797|-0.00712810300023|-0.00683859219907|0.00239492772989|-0.0136329467735|0.0038653956684|-0.00312079245381|0.00662830207905|0.00974225607755|-0.00553835717666|0.00951387099694|0.00678362587429|0.000775702665933@0.00917824228994
BDSI,"August 10, 2016",7,A1,-0.0863295834613|-0.0183581016281|0.0126240495322|-0.0524862708013|-0.0691810696127|0.0417527933414|-0.0314069822585|-0.0168102774984|-0.0258492767473|-0.00582317076391|-0.0205545803086|0.0188652487304|0.0739003117153|-0.060099074162|-0.0108675067964|0.0313353215905|-0.0149748236151|-0.0107341192292|-0.0369532370229|0.0389460709037|-0.0169635943202|0.0615006118363|0.0586128154514|0.0111261716093|-0.00673501176822@0.0400716741931
MSFT,"July 11, 2016",3,A1,0.0129920318622|-0.0132179028136|-0.00131623302193|0.00124983697076|0.0117846611152|0.00223743285011|-0.00832976264806|0.0201261242039|0.000489178380179|0.0014099678888|0.0135634409547|-0.000540899201361|-0.00290446389668|-0.000119748167871|-0.00496433652375|-0.00113664535351|0.0126032722383|-0.00240701384111|0.00295384891082|-0.00136390331411|0.00255036523854|0.00341672432886|0.00788702314062|-0.00162310611093|0.00324415115402@0.0161205621945
MSFT,"February 17, 2016",42,A1,-0.0115626374291|0.0172819833053|-0.013953421729|0.0110108444938|0.00573308416661|-0.00938575600022|-0.00781032428608|0.00887056103606|0.0281495987968|-0.00813262050835|-0.0131244654636|-0.0242420129458|-0.00642954503221|-0.01622996995|-0.00159334229822|-0.00430753298669|0.00803544248418|0.0125585299346|-0.00815852647303|-0.00147353627648|0.006051179342|-0.00144177141687|-0.00820630891398|-0.00172407921002|-0.0157830510057@0.00647078325329
NVDA,"April 25, 2016",21,A1,0.00858011079289|3.73098440944e-05|0.00255476420801|-0.000116128635431|0.00261618190437|-0.00484488052363|0.0148362191369|-0.0172786943229|0.00918545277055|0.00143938134929|0.00954247740057|-0.0171318318552|0.0074812982816|0.00210461872921|0.00915589423512|-0.0165470446254|-0.0238070570253|0.00172427715301|0.00737679446116|-0.00438550734575|0.00729730705781|-0.00219064877935|0.0185299521901|-0.015506906694|-0.0101725982492@0.021611512965
HPE,"March 14, 2017",4,A1,0.00157113991769|-0.0013480507614|0.00631375401424|0.00133470754043|0.00347016114185|0.00617993215673|0.00828426872631|-0.00322460885427|-0.0704786563973|-0.0281058785495|0.0281183914254|0.00207656390805|-0.00029935673988|0.0060324941245|0.00670501771872|-0.00504771192002|-0.00425760324867|-0.00570258562026|-0.0060744508948|0.00250037637213|0.00277665687993|0.012981986132|0.00246620556519|0.0136623826005|0.00803709471883@0.00920312668981
MMM,"July 9, 2015",141,A1,0.0026089444003|0.00329313052257|-0.0025539904148|-0.00827032607091|-6.66779992323e-05|0.00266518470265|0.00799342365219|0.00150161945865|0.000867849640992|0.00162633721143|-0.00598657150315|-0.00601258788941|0.00898617446185|0.00202081822352|0.00153235557337|0.00216426666848|0.000489364969335|0.0021989670182|-0.00260230213834|0.000344631956415|0.00632804487821|-0.0032365438088|0.000264689837007|-0.000964568845738|-0.0033377995833@0.00769227006629
ADBE,"March 14, 2016",5,A1,0.00394152083911|0.0131417721542|0.0222104417548|-0.0110566112558|0.00584293475021|0.0226353803246|0.00490780211625|0.000888309794356|0.0276759493607|0.00250949443876|-0.00798015199302|0.0154587787192|-0.00300839865262|-0.0161141359871|-0.0139029040714|-0.0121083284679|0.00298550548619|0.00717575762771|-0.00455625265861|-0.00109685020474|0.0141056961307|0.000700956955202|0.0108143326419|0.0150541572794|0.0350563065238@0.00805887561024
CBS,"February 1, 2016",27,A1,0.0179233313649|0.00392379789398|-0.0134047530326|0.0129612726773|0.00733269925529|0.035450209834|0.00560251652615|-0.0033564227895|-0.0196424741592|0.0221426834736|0.00360472151226|-0.012347924363|-0.0176951893324|0.0330183132135|0.00420720869474|0.00139739719931|0.01189566951|0.00736688995719|-0.0279961380723|0.000903297766655|0.00871554707801|-0.00871421134457|0.027992375862|0.00125061534877|-0.0262072954893@0.0107222693208
ATHN,"April 12, 2017",5,A1,0.0436348938541|-0.0152317570811|-0.00899237009514|-0.0103186075138|-0.0434716441866|-0.0205330799586|-0.0120411400045|0.000839714878369|0.0203370420431|0.0157911646558|-0.00429902484866|0.0140683841609|-0.00265489024126|-0.000387727145664|-0.00472272570666|-0.000159360039434|0.0147745828994|-0.0130368600288|0.00736689999147|0.00200933938363|-0.0439651442724|-0.0184643189027|0.0205241305197|0.00544232649746|0.0195756154653@0.030614306249
AET,"January 18, 2017",5,A1,0.00969212545579|-0.0306174077716|-0.00786867769593|-0.0101118065582|0.00904971238127|0.00236297862376|-0.00735788319168|-0.0026948070352|-0.00560034593052|-0.00170251343368|-0.0286220685229|-0.00676353937131|0.000773415725386|-0.0136217539943|-0.00755117312179|-0.00708762824677|-0.0105445968989|-0.000215397317782|-0.0119286989222|-0.00884401573334|-0.00965409574726|0.0149895413536|-0.0120350195366|-0.0276781871064|-0.0302845048622@0.0139786878982
XLNX,"February 1, 2016",27,A1,-0.0114395888423|-0.0151291208434|0.0123649744839|-0.00945491699843|-0.0220806041264|-0.0130565151119|0.00259686593694|-0.00184068332892|-0.0150772819483|-0.00205333884751|0.0255105130884|-0.00255585286709|0.0159168720853|0.0769426351978|0.00279960562664|0.00638729443596|0.0059842623991|0.00326377188069|-0.00805763210408|0.0261253541427|-0.00813835607733|-0.0151125972799|-0.00473276668889|0.0142704028457|-0.0123093455668@0.0069468363478
AMZN,"December 17, 2015",6,A1,0.0076152689969|-0.00318625614336|0.00464248210711|0.0162894543141|-0.0145021423458|0.0054412449117|-0.00569945550828|-0.00771764372536|0.00674644526262|0.00909347244279|0.00451662119297|-0.0188972909331|0.0034662016969|0.0197328382094|-0.00857149235311|-0.0083727420509|-0.00721154402575|0.0192158247373|-0.0147219524037|0.00404092848725|0.0132364919381|0.0148118608425|-0.0121070563757|-0.0158757012545|-0.0176517339678@0.0144690824786
EBAY,"March 19, 2013",13,A1,-0.0133564249405|-0.000456749792071|-0.00712496547985|-0.00943790478434|0.00509331687609|-0.00802955069367|-0.0152362584925|0.0128806403979|-0.00264314622253|0.00106578333661|-0.0193751180561|-0.0339790002572|-0.0147376031182|-0.00487235519001|-0.0139172922274|0.00682023813001|-0.0411083808848|0.00651557385286|-0.0256914967648|0.00249888018648|0.0227321873432|0.0133355223826|0.0229901822939|-0.00729444346256|-0.0312463946587@0.0120526596651
SNPS,"October 11, 2016",8,A1,-0.0045680374776|-0.00566849967165|-0.00297734987801|-0.00462072981541|0.00636961532811|-0.0058058358566|-0.00529900593379|0.00126379102742|-0.000464020459214|0.00410467274783|-0.0026783833555|-0.00371595824787|-0.00530346857351|-0.00715583186496|-0.00698663033174|0.00173086222821|0.00661103157291|-0.000336406381501|-0.00785726052031|0.0128330930084|-0.00339434001946|-0.000920309085718|-0.0031702142845|0.00139904492891|0.00176796395895@0.00883392854339
OSTK,"May 10, 2013",46,A1,0.00282791727407|-0.0730149976691|-0.02249101241|0.0112755270313|0.321339367767|0.171557591289|0.0020642561832|-0.000302005837638|0.0447068916083|0.0456075619486|0.00501658796233|-0.000982252256364|0.000383651409465|0.0508435217615|0.0532566249284|-0.0213358120946|0.0964573303685|-0.0277118181428|0.0432534464011|0.00507084686226|2.33752162488e-05|0.0312500529726|0.00932610101845|-0.0562696622932|0.00177459214236@0.0210411802082
DD,"May 9, 2014",79,A1,0.0123424492397|0.00595550351603|-0.00342256760943|-0.00499676851872|-0.0022293885643|-0.013299323825|-0.00436083496822|-0.00175587261329|0.00255317831234|-0.00657673512295|0.00386648915316|-0.00303094625228|-0.0005444876648|-0.00235129144876|-0.00893627439008|0.00282923892915|0.00504113175201|0.00830483185296|0.00440652531942|0.00172146630701|-0.00714912640671|-0.00739716211106|-0.00237943835643|0.00636810886133|-0.00184947641702@0.0057200828753
HPQ,"April 25, 2016",21,A1,-0.00447663436303|0.00264473025965|-0.00730064316067|0.000698160221749|-0.0166433136614|-0.0131070327775|-0.00445870630315|0.0106919123145|-0.0135328620002|-0.0011262561415|0.00476693939177|-0.00728478364657|0.0181977862351|-0.0109846280274|-0.00487539820424|-0.000102510655998|0.00116071627515|-0.00333806669614|-0.0139861776612|-0.00219519306346|-0.00493306973765|0.00712088152047|-0.00384501036533|-0.00806922408129|-0.0215756721211@0.0249292958517
TGT,"February 10, 2016",8,A1,0.00948095829874|-0.0111657532356|-0.0246911421188|0.00615498652929|-0.0122567052537|-0.017489559881|0.0131753448968|0.00630797220755|-0.00379162917578|0.0157532892258|0.00923397317423|0.00218207002935|0.00882728913927|0.00625941015538|0.0157359150201|-0.012572954733|-0.0357965729855|0.00279255357025|0.0132491014058|-0.00158752972623|-0.015016309422|-0.00365639380736|0.0264495725446|0.0143260269966|0.00102235096366@0.014748406621
LLY,"July 1, 2014",117,A1,-0.00183285610036|-0.0043631190023|-0.00086292055686|-0.0042501171895|0.000730791738605|3.19691751936e-05|-0.00102945876621|-0.00245981882882|-0.00291654601561|-0.00208983952088|0.00414245216252|0.00462729450875|-0.00355227939238|0.0335984182373|0.00094272794442|0.00347902362302|0.0129652540754|0.0013675323992|-0.00113640000428|-0.0143331333072|-0.0018099395666|0.00209198840559|0.000493486678861|-0.0034886822299|0.00441767552274@0.0100237742591
JBLU,"June 24, 2014",14,A1,0.00446894377686|0.0225875504235|0.000660090850731|0.00890282281206|0.0148447757224|0.0249899432943|0.0182588170262|-0.011658073956|0.0159107545864|-0.00895855283856|0.0166805356934|-0.0110452829444|-0.032703603381|0.0232522711802|0.0145907958505|0.00843270177473|-0.0124074349376|-0.00438798342698|0.00416465483294|-0.0118945601983|0.00843349470797|0.0152051674316|-0.00528729078834|0.0247258837302|-0.000938400604798@0.0207732828387
NOK,"November 26, 2014",20,A1,-0.0243319144263|-0.00739809449516|-0.00975713718324|0.00924166050677|-0.0258730621222|-0.00236225803331|-0.0106405069087|-0.0169206648699|0.00893266911841|0.00403364494237|-0.0144257371902|0.0234706606706|-0.0508589093481|-0.0261612614387|0.0254839186881|-0.0232445472966|0.00212011006835|0.0167821244608|0.0143482267279|-5.52460534691e-05|0.00458314710836|0.0077125512636|0.0123067560761|-0.00747037082869|-0.0140443563723@0.0123981125083
TRIP,"May 17, 2016",1|435,A1,-0.0159549450568|0.000173512069803|0.00675896867023|-0.00289507407141|-0.00443738402645|0.000584379243606|0.0190468937571|0.0222032028592|0.0312963641008|-0.00747099993112|0.0372113847911|-0.0256509043512|-0.0125100363506|-0.00267787403882|0.0190650262084|0.0251903153707|0.0176814086682|-0.0253141107163|0.0334575211927|-0.00928628267432|0.0377835115746|-0.0210485909112|-0.0026640640054|0.0113268608506|0.0429772652341@0.0206818233979
HPQ,"May 10, 2013",46,A1,-0.00518614779661|0.0119068549594|-0.012693349619|-0.0154266161099|-0.0146925190723|-0.0539846963144|-0.0053552699918|-0.0290601767794|-0.000729913168971|-0.0276877082296|0.0121348373553|0.00759922304623|-0.00787214075908|-0.00968835264079|-0.0171953050111|-0.0144867795309|-0.0124650069067|-0.0231903187936|0.0117437236104|-0.000436146726874|0.0029352247948|-0.0194335644221|-0.0155794852774|-0.0427052314499|0.015357489934@0.0238034998967
TDA,"May 6, 2015",93,A1,-0.00130016372607|0.0054397647812|-0.00151085185056|0.00353890899861|0.000777881607685|-0.00451727458544|0.00225887738289|-0.0050766332535|0.00522631907734|0.00497293706158|-0.00462852342199|-0.00556126134329|-0.00924106565197|0.00178368825095|0.00329508199471|0.00463709433938|0.00231087273669|-0.00352751817027|0.000488373569503|0.000697471678284|-0.0176679650671|0.00184953643644|-0.00379459057505|-0.00176896185949|0.00434717641739@0.00546391659252
HPQ,"November 14, 2014",36,A1,-0.0125351700048|-0.0242602625333|-0.00165528312292|0.00254819639014|-0.00400428118117|-0.0116866785032|0.0120676938919|-0.00997300838595|-0.00278436869027|-0.0112735098739|-0.000968875388727|-0.00177428852781|0.00564930311037|-0.00167313647737|-0.00698016939275|0.00456883501955|0.00926141142699|-0.00563978664089|-0.00571848982015|-0.00616553768729|0.0144972441355|0.0118384857178|-0.00626831191766|-0.00670854090963|-0.00969011111389@0.0118787621392
SPPI,"October 2, 2015",57,A1,-0.0392959681167|-0.0022615456199|-0.0011452505333|-0.000461403547382|0.0280701426316|0.0218089916071|-0.0122706234017|-0.00864790544876|-0.0101530993625|0.0343616775907|0.0202513908812|-0.0131207105462|0.0218976045751|0.0140297235326|0.00552985798428|-0.0573467102237|-0.0504111454811|-0.0404353567364|-0.00492487567641|-0.0415317515494|0.0271377164331|-0.0176809076697|-0.0473645305012|0.0124647690106|0.0513783721404@0.021574697858
CDW,"June 30, 2015",110,A1,-0.00332733677949|0.000979193739115|-0.0105827375771|0.0029323905815|-0.00305004919964|0.00453227729108|0.00914140493968|-0.00789352768741|-0.00161918635922|-0.00237386193178|-0.00689854807979|0.00631663604629|0.0155865262063|-0.0160107046273|0.00221698607463|0.00278677449283|-0.0137230568837|-0.000397073628269|-0.0329902551289|-0.0130296621317|-0.00996094920468|0.00725443062143|-0.0058967976181|-0.00900023373672|0.00505116910583@0.0112874786154
AAPL,"August 16, 2016",14,A1,0.00157267055638|-0.00225058028052|-0.00183076547831|-0.011193846096|-0.0108743108004|-0.00697095127563|0.0641495105816|0.012768235797|-0.00227356384879|0.0185175816947|-0.00921951979045|0.0103422118499|0.00559119486475|0.00860465742149|0.00906648918962|0.0038754454011|-0.00507865508013|-0.00419741584241|0.00336216935913|0.00985954429023|0.0037309139025|-0.00271312281533|-0.00283484167858|0.00410859706556|-0.00744291960534@0.00753813185729
AVID,"March 1, 2016",145,A1,-0.0110737654377|-0.0433398657108|0.020310864894|0.0672777531875|0.0181602060022|-0.0287426395297|-0.0660144774062|0.00524031642895|-0.0370477360642|0.00917822548171|0.0467352610756|-0.00372032682282|0.00453359789089|-0.00665491988531|0.0176157614567|-0.0399871814449|0.000251990054501|-0.0505654879161|0.0624768852847|0.0246092271946|-0.0965056852122|0.0427630133001|-0.00483093076952|-0.0163354558193|-0.00765013798589@0.0372480051057
V,"February 9, 2016",6,A1,0.0131552128536|0.00205498647689|0.00719015794823|-0.00934845605965|-0.0015666737729|-0.00755623705769|0.00521301789667|0.00598987338974|-0.00777409989956|0.00464159472887|-0.0137372192612|-0.000662163547778|-0.0284608094535|0.0437953594585|-0.000913658508405|0.00812289099194|0.00642331553382|-0.0111442850999|-0.00686509712937|-0.038164441097|0.00830856470678|0.0294881305162|-0.00880357011711|0.00438568493296|-0.00979920316777@0.00506700837787
FB,"July 16, 2014",7,A1,-0.00535524935331|-0.00784720786694|-0.0215641793302|-0.00322409890083|0.0167906100694|0.0310927356524|0.0104537494202|0.00038245072726|0.00160232393648|-0.000406324669563|-0.0124292531156|-0.0256960657253|-0.0193378416885|0.000593294913908|-0.0121762759406|0.0193641069609|0.0161136351814|0.0192490883827|0.00586118665657|-0.00130435600722|-0.00493574358665|0.0281124469315|-0.00762010411417|0.0237230098417|-0.0166286583807@0.016496087327
NUVA,"May 10, 2017",253|2,A1,0.0029015664467|-0.00849498336718|0.00416505846012|0.00505620987724|0.00527375604148|0.0202353105162|0.00937386996157|-0.0062882713894|0.00593827583467|0.00128638064102|-0.038021791191|-0.0183862575285|-0.00242099962702|0.00243041525924|0.00770906405756|-0.00787874725622|-0.0113518258201|0.00404223500091|-0.00847555295532|-0.0146400847479|0.00661776384605|-0.00612124807501|0.00147035961529|0.0116874981463|0.00687770344123@0.00664531750528
